origin,destination,distance,duration,duration_in_traffic,timestamp,distance_km,duration_minutes,duration_in_traffic_minutes,traffic_difference,average_speed_kph,traffic_delay_factor,traffic_adjusted
"Durham, North Carolina","New York, New York",785 km,7 hour 30 min,7 hour 18 min,2024-11-23 00:00:00,785.0,450,438.0,-2.666666666666667,107.53424657534246,-0.015286624203821656,Faster
"Durham, North Carolina","Baltimore, Maryland",485 km,4 hour 42 min,4 hour 35 min,2024-11-23 00:00:00,485.0,282,275.0,-2.4822695035460995,105.81818181818183,-0.01443298969072165,Faster
"Durham, North Carolina","Louisville, Kentucky",869 km,8 hour 13 min,8 hour 13 min,2024-11-23 00:00:00,869.0,493,493.0,0.0,105.7606490872211,0.0,Same
"Durham, North Carolina","Memphis, Tennessee","1,188 km",10 hour 50 min,10 hour 47 min,2024-11-23 00:00:00,1188.0,650,647.0,-0.46153846153846156,110.17001545595055,-0.0025252525252525255,Faster
"Durham, North Carolina","Las Vegas, Nevada","3,732 km",1 day 9 hours,1 day 9 hours,2024-11-23 00:00:00,3732.0,1980,1980.0,0.0,113.0909090909091,0.0,Same
"Durham, North Carolina","Portland, Oregon","4,575 km",1 day 17 hours,1 day 17 hours,2024-11-23 00:00:00,4575.0,2460,2460.0,0.0,111.58536585365853,0.0,Same
"Durham, North Carolina","Oklahoma City, Oklahoma","1,937 km",17 hour 25 min,17 hour 12 min,2024-11-23 00:00:00,1937.0,1045,1032.0,-1.244019138755981,112.61627906976744,-0.006711409395973154,Faster
"Durham, North Carolina","Detroit, Michigan","1,059 km",10 hour 17 min,10 hour 11 min,2024-11-23 00:00:00,1059.0,617,611.0,-0.9724473257698543,103.99345335515548,-0.0056657223796034,Faster
"Durham, North Carolina","Nashville, Tennessee",849 km,7 hour 48 min,7 hour 48 min,2024-11-23 00:00:00,849.0,468,468.0,0.0,108.84615384615385,0.0,Same
"Durham, North Carolina","El Paso, Texas","2,898 km",1 day 2 hours,1 day 2 hours,2024-11-23 00:00:00,2898.0,1560,1560.0,0.0,111.46153846153847,0.0,Same
"Durham, North Carolina","Boston, Massachusetts","1,128 km",10 hour 53 min,10 hour 32 min,2024-11-23 00:00:00,1128.0,653,632.0,-3.215926493108729,107.0886075949367,-0.018617021276595744,Faster
"Durham, North Carolina","Denver, Colorado","2,649 km",1 day 0 hours,23 hour 42 min,2024-11-23 00:00:00,2649.0,1440,1422.0,-1.25,111.77215189873418,-0.006795016987542469,Faster
"Durham, North Carolina","Seattle, Washington","4,588 km",1 day 17 hours,1 day 17 hours,2024-11-23 00:00:00,4588.0,2460,2460.0,0.0,111.90243902439025,0.0,Same
"Durham, North Carolina","Indianapolis, Indiana",971 km,9 hour 19 min,9 hour 17 min,2024-11-23 00:00:00,971.0,559,557.0,-0.35778175313059035,104.59605026929982,-0.0020597322348094747,Faster
"Durham, North Carolina","San Francisco, California","4,551 km",1 day 17 hours,1 day 17 hours,2024-11-23 00:00:00,4551.0,2460,2460.0,0.0,111.0,0.0,Same
"Durham, North Carolina","Washington, D.C.",415 km,4 hour 1 min,3 hour 57 min,2024-11-23 00:00:00,415.0,241,237.0,-1.6597510373443984,105.0632911392405,-0.00963855421686747,Faster
"Durham, North Carolina","Columbus, Ohio",731 km,7 hour 8 min,7 hour 10 min,2024-11-23 00:00:00,731.0,428,430.0,0.46728971962616817,102.0,0.0027359781121751026,Slower
"Durham, North Carolina","Los Angeles, California","4,072 km",1 day 12 hours,1 day 12 hours,2024-11-23 00:00:00,4072.0,2160,2160.0,0.0,113.11111111111111,0.0,Same
"Durham, North Carolina","Chicago, Illinois","1,261 km",12 hour 2 min,11 hour 59 min,2024-11-23 00:00:00,1261.0,722,719.0,-0.41551246537396125,105.22948539638388,-0.0023790642347343376,Faster
"Durham, North Carolina","Charlotte, North Carolina",234 km,2 hour 13 min,2 hour 13 min,2024-11-23 00:00:00,234.0,133,133.0,0.0,105.56390977443608,0.0,Same
"Durham, North Carolina","Phoenix, Arizona","3,479 km",1 day 7 hours,1 day 7 hours,2024-11-23 00:00:00,3479.0,1860,1860.0,0.0,112.2258064516129,0.0,Same
"Durham, North Carolina","Philadelphia, Pennsylvania",647 km,6 hour 10 min,6 hour 2 min,2024-11-23 00:00:00,647.0,370,362.0,-2.1621621621621623,107.23756906077348,-0.012364760432766615,Faster
"Durham, North Carolina","San Antonio, Texas","2,209 km",20 hour 0 min,19 hour 43 min,2024-11-23 00:00:00,2209.0,1200,1183.0,-1.4166666666666665,112.03719357565512,-0.007695789950203712,Faster
"Durham, North Carolina","Houston, Texas","1,894 km",17 hour 6 min,16 hour 54 min,2024-11-23 00:00:00,1894.0,1026,1014.0,-1.1695906432748537,112.07100591715977,-0.006335797254487857,Faster
"Durham, North Carolina","Dallas, Texas","1,879 km",17 hour 1 min,16 hour 47 min,2024-11-23 00:00:00,1879.0,1021,1007.0,-1.3712047012732616,111.95630585898708,-0.007450771687067589,Faster
"Durham, North Carolina","San Jose, California","4,483 km",1 day 16 hours,1 day 16 hours,2024-11-23 00:00:00,4483.0,2400,2400.0,0.0,112.075,0.0,Same
"Durham, North Carolina","Austin, Texas","2,115 km",19 hour 31 min,19 hour 19 min,2024-11-23 00:00:00,2115.0,1171,1159.0,-1.0247651579846286,109.4909404659189,-0.005673758865248227,Faster
"Durham, North Carolina","Jacksonville, Florida",771 km,6 hour 51 min,6 hour 49 min,2024-11-23 00:00:00,771.0,411,409.0,-0.48661800486618007,113.10513447432763,-0.0025940337224383916,Faster
"Durham, North Carolina","Fort Worth, Texas","1,931 km",17 hour 29 min,17 hour 20 min,2024-11-23 00:00:00,1931.0,1049,1040.0,-0.8579599618684461,111.40384615384616,-0.004660797514241326,Faster
"Durham, North Carolina","San Diego, California","4,062 km",1 day 12 hours,,2024-11-23 00:00:00,4062.0,2160,,,,,Faster
"Durham, North Carolina","Omaha, Nebraska","1,953 km",18 hour 7 min,17 hour 52 min,2024-11-23 00:01:00,1953.0,1087,1072.0,-1.3799448022079117,109.30970149253731,-0.007680491551459293,Faster
"Durham, North Carolina","New Orleans, Louisiana","1,373 km",12 hour 24 min,12 hour 16 min,2024-11-23 00:01:00,1373.0,744,736.0,-1.0752688172043012,111.92934782608695,-0.005826656955571741,Faster
"Durham, North Carolina","Arlington, Texas","1,911 km",17 hour 21 min,17 hour 7 min,2024-11-23 00:01:00,1911.0,1041,1027.0,-1.344860710854947,111.64556962025316,-0.007326007326007326,Faster
"Durham, North Carolina","Tampa, Florida","1,087 km",9 hour 54 min,9 hour 46 min,2024-11-23 00:01:00,1087.0,594,586.0,-1.3468013468013467,111.29692832764505,-0.007359705611775529,Faster
"Durham, North Carolina","Tulsa, Oklahoma","1,833 km",16 hour 30 min,16 hour 18 min,2024-11-23 00:01:00,1833.0,990,978.0,-1.2121212121212122,112.45398773006134,-0.006546644844517185,Faster
"Durham, North Carolina","Minneapolis, Minnesota","1,926 km",17 hour 53 min,17 hour 36 min,2024-11-23 00:01:00,1926.0,1073,1056.0,-1.5843429636533086,109.43181818181817,-0.008826583592938734,Faster
"Durham, North Carolina","Oakland, California","4,533 km",1 day 17 hours,1 day 17 hours,2024-11-23 00:01:00,4533.0,2460,2460.0,0.0,110.5609756097561,0.0,Same
"Durham, North Carolina","Virginia Beach, Virginia",323 km,3 hour 20 min,3 hour 21 min,2024-11-23 00:01:00,323.0,200,201.0,0.5,96.41791044776119,0.0030959752321981426,Slower
"Durham, North Carolina","Long Beach, California","4,093 km",1 day 13 hours,1 day 12 hours,2024-11-23 00:01:00,4093.0,2220,2160.0,-2.7027027027027026,113.69444444444444,-0.014659174199853409,Faster
"Durham, North Carolina","Raleigh, North Carolina",40.5 km,33 min,31 min,2024-11-23 00:01:00,40.5,33,31.0,-6.0606060606060606,78.38709677419354,-0.04938271604938271,Faster
"Durham, North Carolina","Albuquerque, New Mexico","2,810 km",1 day 1 hour,1 day 1 hour,2024-11-23 00:01:00,2810.0,1500,1500.0,0.0,112.4,0.0,Same
"Durham, North Carolina","Colorado Springs, Colorado","2,623 km",1 day 0 hours,23 hour 40 min,2024-11-23 00:01:00,2623.0,1440,1420.0,-1.3888888888888888,110.83098591549295,-0.007624857033930614,Faster
"Durham, North Carolina","Kansas City, Missouri","1,681 km",15 hour 35 min,15 hour 25 min,2024-11-23 00:01:00,1681.0,935,925.0,-1.06951871657754,109.03783783783784,-0.00594883997620464,Faster
"Durham, North Carolina","Atlanta, Georgia",620 km,5 hour 49 min,5 hour 48 min,2024-11-23 00:01:00,620.0,349,348.0,-0.28653295128939826,106.89655172413794,-0.0016129032258064516,Faster
"Durham, North Carolina","Sacramento, California","4,454 km",1 day 16 hours,1 day 16 hours,2024-11-23 00:01:00,4454.0,2400,2400.0,0.0,111.35,0.0,Same
"Durham, North Carolina","Mesa, Arizona","3,459 km",1 day 7 hours,1 day 7 hours,2024-11-23 00:01:00,3459.0,1860,1860.0,0.0,111.58064516129032,0.0,Same
"Durham, North Carolina","Fresno, California","4,273 km",1 day 14 hours,,2024-11-23 00:01:00,4273.0,2280,,,,,Faster
"Durham, North Carolina","Tucson, Arizona","3,412 km",1 day 7 hours,1 day 6 hours,2024-11-23 00:01:00,3412.0,1860,1800.0,-3.225806451612903,113.73333333333333,-0.017584994138335287,Faster
"Durham, North Carolina","Milwaukee, Wisconsin","1,417 km",13 hour 23 min,13 hour 15 min,2024-11-23 00:01:00,1417.0,803,795.0,-0.9962640099626401,106.94339622641509,-0.0056457304163726185,Faster
"Durham, North Carolina","Miami, Florida","1,337 km",11 hour 50 min,11 hour 40 min,2024-11-23 00:01:00,1337.0,710,700.0,-1.4084507042253522,114.60000000000001,-0.0074794315632011965,Faster
"Durham, North Carolina","Denver, Colorado","2,649 km",1 day 0 hours,23 hour 40 min,2024-11-23 01:00:00,2649.0,1440,1420.0,-1.3888888888888888,111.92957746478872,-0.007550018875047188,Faster
"Durham, North Carolina","Washington, D.C.",415 km,4 hour 1 min,3 hour 56 min,2024-11-23 01:00:00,415.0,241,236.0,-2.0746887966804977,105.5084745762712,-0.012048192771084338,Faster
"Durham, North Carolina","Boston, Massachusetts","1,128 km",10 hour 53 min,10 hour 43 min,2024-11-23 01:00:00,1128.0,653,643.0,-1.5313935681470139,105.25660964230171,-0.008865248226950355,Faster
"Durham, North Carolina","El Paso, Texas","2,898 km",1 day 2 hours,1 day 2 hours,2024-11-23 01:00:00,2898.0,1560,1560.0,0.0,111.46153846153847,0.0,Same
"Durham, North Carolina","Nashville, Tennessee",849 km,7 hour 48 min,7 hour 47 min,2024-11-23 01:00:00,849.0,468,467.0,-0.2136752136752137,109.07922912205568,-0.001177856301531213,Faster
"Durham, North Carolina","Detroit, Michigan","1,059 km",10 hour 17 min,10 hour 15 min,2024-11-23 01:00:00,1059.0,617,615.0,-0.3241491085899514,103.3170731707317,-0.0018885741265344666,Faster
"Durham, North Carolina","Memphis, Tennessee","1,188 km",10 hour 50 min,10 hour 46 min,2024-11-23 01:00:00,1188.0,650,646.0,-0.6153846153846154,110.34055727554178,-0.003367003367003367,Faster
"Durham, North Carolina","Portland, Oregon","4,575 km",1 day 17 hours,1 day 17 hours,2024-11-23 01:00:00,4575.0,2460,2460.0,0.0,111.58536585365853,0.0,Same
"Durham, North Carolina","Las Vegas, Nevada","3,732 km",1 day 9 hours,1 day 9 hours,2024-11-23 01:00:00,3732.0,1980,1980.0,0.0,113.0909090909091,0.0,Same
"Durham, North Carolina","Louisville, Kentucky",869 km,8 hour 13 min,8 hour 12 min,2024-11-23 01:00:00,869.0,493,492.0,-0.2028397565922921,105.97560975609757,-0.0011507479861910242,Faster
"Durham, North Carolina","Baltimore, Maryland",485 km,4 hour 42 min,4 hour 34 min,2024-11-23 01:00:00,485.0,282,274.0,-2.8368794326241136,106.2043795620438,-0.016494845360824743,Faster
"Durham, North Carolina","Seattle, Washington","4,588 km",1 day 17 hours,,2024-11-23 01:00:00,4588.0,2460,,,,,Faster
"Durham, North Carolina","Oklahoma City, Oklahoma","1,937 km",17 hour 25 min,17 hour 10 min,2024-11-23 01:00:00,1937.0,1045,1030.0,-1.4354066985645932,112.83495145631068,-0.007743933918430563,Faster
"Durham, North Carolina","Indianapolis, Indiana",971 km,9 hour 19 min,9 hour 17 min,2024-11-23 01:00:00,971.0,559,557.0,-0.35778175313059035,104.59605026929982,-0.0020597322348094747,Faster
"Durham, North Carolina","San Francisco, California","4,551 km",1 day 17 hours,,2024-11-23 01:00:00,4551.0,2460,,,,,Faster
"Durham, North Carolina","Chicago, Illinois","1,261 km",12 hour 2 min,11 hour 58 min,2024-11-23 01:00:00,1261.0,722,718.0,-0.554016620498615,105.37604456824512,-0.0031720856463124504,Faster
"Durham, North Carolina","New York, New York",785 km,7 hour 30 min,7 hour 17 min,2024-11-23 01:00:00,785.0,450,437.0,-2.888888888888889,107.78032036613273,-0.016560509554140127,Faster
"Durham, North Carolina","Los Angeles, California","4,072 km",1 day 12 hours,1 day 12 hours,2024-11-23 01:00:00,4072.0,2160,2160.0,0.0,113.11111111111111,0.0,Same
"Durham, North Carolina","Houston, Texas","1,894 km",17 hour 6 min,16 hour 51 min,2024-11-23 01:00:00,1894.0,1026,1011.0,-1.461988304093567,112.40356083086053,-0.00791974656810982,Faster
"Durham, North Carolina","Phoenix, Arizona","3,479 km",1 day 7 hours,1 day 7 hours,2024-11-23 01:00:00,3479.0,1860,1860.0,0.0,112.2258064516129,0.0,Same
"Durham, North Carolina","Charlotte, North Carolina",234 km,2 hour 13 min,2 hour 13 min,2024-11-23 01:00:00,234.0,133,133.0,0.0,105.56390977443608,0.0,Same
"Durham, North Carolina","San Antonio, Texas","2,209 km",20 hour 0 min,19 hour 42 min,2024-11-23 01:00:00,2209.0,1200,1182.0,-1.5,112.13197969543148,-0.008148483476686284,Faster
"Durham, North Carolina","Philadelphia, Pennsylvania",647 km,6 hour 10 min,6 hour 0 min,2024-11-23 01:00:00,647.0,370,360.0,-2.7027027027027026,107.83333333333333,-0.015455950540958269,Faster
"Durham, North Carolina","Dallas, Texas","1,879 km",17 hour 1 min,16 hour 46 min,2024-11-23 01:00:00,1879.0,1021,1006.0,-1.4691478942213516,112.0675944333996,-0.007982969664715274,Faster
"Durham, North Carolina","San Jose, California","4,483 km",1 day 16 hours,1 day 16 hours,2024-11-23 01:00:00,4483.0,2400,2400.0,0.0,112.075,0.0,Same
"Durham, North Carolina","Austin, Texas","2,115 km",19 hour 31 min,19 hour 17 min,2024-11-23 01:00:00,2115.0,1171,1157.0,-1.1955593509820666,109.6802074330164,-0.006619385342789598,Faster
"Durham, North Carolina","Jacksonville, Florida",771 km,6 hour 51 min,6 hour 46 min,2024-11-23 01:00:00,771.0,411,406.0,-1.2165450121654502,113.94088669950739,-0.00648508430609598,Faster
"Durham, North Carolina","Fort Worth, Texas","1,931 km",17 hour 29 min,17 hour 17 min,2024-11-23 01:00:00,1931.0,1049,1037.0,-1.1439466158245948,111.72613307618128,-0.006214396685655101,Faster
"Durham, North Carolina","Columbus, Ohio",731 km,7 hour 8 min,7 hour 9 min,2024-11-23 01:00:00,731.0,428,429.0,0.23364485981308408,102.23776223776223,0.0013679890560875513,Slower
"Durham, North Carolina","San Diego, California","4,062 km",1 day 12 hours,1 day 12 hours,2024-11-23 01:00:00,4062.0,2160,2160.0,0.0,112.83333333333333,0.0,Same
"Durham, North Carolina","Long Beach, California","4,093 km",1 day 13 hours,1 day 12 hours,2024-11-23 01:01:00,4093.0,2220,2160.0,-2.7027027027027026,113.69444444444444,-0.014659174199853409,Faster
"Durham, North Carolina","Virginia Beach, Virginia",323 km,3 hour 20 min,3 hour 19 min,2024-11-23 01:01:00,323.0,200,199.0,-0.5,97.38693467336682,-0.0030959752321981426,Faster
"Durham, North Carolina","Oakland, California","4,533 km",1 day 17 hours,1 day 16 hours,2024-11-23 01:01:00,4533.0,2460,2400.0,-2.4390243902439024,113.325,-0.013236267372600927,Faster
"Durham, North Carolina","Minneapolis, Minnesota","1,926 km",17 hour 53 min,17 hour 34 min,2024-11-23 01:01:00,1926.0,1073,1054.0,-1.7707362534948743,109.63946869070209,-0.009865005192107996,Faster
"Durham, North Carolina","Tampa, Florida","1,087 km",9 hour 54 min,9 hour 44 min,2024-11-23 01:01:00,1087.0,594,584.0,-1.6835016835016834,111.67808219178083,-0.00919963201471941,Faster
"Durham, North Carolina","Arlington, Texas","1,911 km",17 hour 21 min,17 hour 6 min,2024-11-23 01:01:00,1911.0,1041,1026.0,-1.440922190201729,111.75438596491227,-0.007849293563579277,Faster
"Durham, North Carolina","New Orleans, Louisiana","1,373 km",12 hour 24 min,12 hour 14 min,2024-11-23 01:01:00,1373.0,744,734.0,-1.3440860215053763,112.23433242506813,-0.007283321194464676,Faster
"Durham, North Carolina","Omaha, Nebraska","1,953 km",18 hour 7 min,17 hour 51 min,2024-11-23 01:01:00,1953.0,1087,1071.0,-1.4719411223551058,109.41176470588235,-0.00819252432155658,Faster
"Durham, North Carolina","Tulsa, Oklahoma","1,833 km",16 hour 30 min,16 hour 17 min,2024-11-23 01:01:00,1833.0,990,977.0,-1.3131313131313131,112.56908904810643,-0.0070921985815602835,Faster
"Durham, North Carolina","Raleigh, North Carolina",40.5 km,33 min,30 min,2024-11-23 01:01:00,40.5,33,30.0,-9.090909090909092,81.0,-0.07407407407407407,Faster
"Durham, North Carolina","Miami, Florida","1,337 km",11 hour 50 min,11 hour 38 min,2024-11-23 01:01:00,1337.0,710,698.0,-1.6901408450704223,114.92836676217766,-0.008975317875841436,Faster
"Durham, North Carolina","Colorado Springs, Colorado","2,623 km",1 day 0 hours,23 hour 38 min,2024-11-23 01:01:00,2623.0,1440,1418.0,-1.5277777777777777,110.98730606488012,-0.008387342737323675,Faster
"Durham, North Carolina","Kansas City, Missouri","1,681 km",15 hour 35 min,15 hour 23 min,2024-11-23 01:01:00,1681.0,935,923.0,-1.2834224598930482,109.27410617551463,-0.007138607971445568,Faster
"Durham, North Carolina","Atlanta, Georgia",620 km,5 hour 49 min,5 hour 48 min,2024-11-23 01:01:00,620.0,349,348.0,-0.28653295128939826,106.89655172413794,-0.0016129032258064516,Faster
"Durham, North Carolina","Sacramento, California","4,454 km",1 day 16 hours,1 day 16 hours,2024-11-23 01:01:00,4454.0,2400,2400.0,0.0,111.35,0.0,Same
"Durham, North Carolina","Mesa, Arizona","3,459 km",1 day 7 hours,1 day 7 hours,2024-11-23 01:01:00,3459.0,1860,1860.0,0.0,111.58064516129032,0.0,Same
"Durham, North Carolina","Fresno, California","4,273 km",1 day 14 hours,1 day 14 hours,2024-11-23 01:01:00,4273.0,2280,2280.0,0.0,112.44736842105263,0.0,Same
"Durham, North Carolina","Tucson, Arizona","3,412 km",1 day 7 hours,1 day 6 hours,2024-11-23 01:01:00,3412.0,1860,1800.0,-3.225806451612903,113.73333333333333,-0.017584994138335287,Faster
"Durham, North Carolina","Albuquerque, New Mexico","2,810 km",1 day 1 hour,1 day 1 hour,2024-11-23 01:01:00,2810.0,1500,1500.0,0.0,112.4,0.0,Same
"Durham, North Carolina","Milwaukee, Wisconsin","1,417 km",13 hour 23 min,13 hour 13 min,2024-11-23 01:01:00,1417.0,803,793.0,-1.2453300124533,107.21311475409836,-0.007057163020465773,Faster
"Durham, North Carolina","Washington, D.C.",415 km,3 hour 54 min,3 hour 50 min,2024-11-23 02:00:00,415.0,234,230.0,-1.7094017094017095,108.26086956521739,-0.00963855421686747,Faster
"Durham, North Carolina","Boston, Massachusetts","1,119 km",10 hour 48 min,10 hour 23 min,2024-11-23 02:00:00,1119.0,648,623.0,-3.8580246913580245,107.76886035313002,-0.022341376228775692,Faster
"Durham, North Carolina","El Paso, Texas","2,898 km",1 day 2 hours,1 day 1 hour,2024-11-23 02:00:00,2898.0,1560,1500.0,-3.8461538461538463,115.92,-0.020703933747412008,Faster
"Durham, North Carolina","Nashville, Tennessee",849 km,7 hour 48 min,7 hour 41 min,2024-11-23 02:00:00,849.0,468,461.0,-1.4957264957264957,110.49891540130152,-0.008244994110718492,Faster
"Durham, North Carolina","Detroit, Michigan","1,059 km",10 hour 17 min,10 hour 7 min,2024-11-23 02:00:00,1059.0,617,607.0,-1.6207455429497568,104.67874794069192,-0.009442870632672332,Faster
"Durham, North Carolina","Oklahoma City, Oklahoma","1,937 km",17 hour 25 min,16 hour 57 min,2024-11-23 02:00:00,1937.0,1045,1017.0,-2.6794258373205744,114.27728613569322,-0.014455343314403717,Faster
"Durham, North Carolina","Louisville, Kentucky",869 km,8 hour 13 min,8 hour 6 min,2024-11-23 02:00:00,869.0,493,486.0,-1.4198782961460445,107.28395061728395,-0.00805523590333717,Faster
"Durham, North Carolina","Las Vegas, Nevada","3,732 km",1 day 9 hours,1 day 9 hours,2024-11-23 02:00:00,3732.0,1980,1980.0,0.0,113.0909090909091,0.0,Same
"Durham, North Carolina","Memphis, Tennessee","1,188 km",10 hour 50 min,10 hour 36 min,2024-11-23 02:00:00,1188.0,650,636.0,-2.1538461538461537,112.0754716981132,-0.011784511784511785,Faster
"Durham, North Carolina","Denver, Colorado","2,649 km",1 day 0 hours,23 hour 27 min,2024-11-23 02:00:00,2649.0,1440,1407.0,-2.2916666666666665,112.96375266524521,-0.01245753114382786,Faster
"Durham, North Carolina","Baltimore, Maryland",477 km,4 hour 36 min,4 hour 27 min,2024-11-23 02:00:00,477.0,276,267.0,-3.260869565217391,107.19101123595505,-0.018867924528301886,Faster
"Durham, North Carolina","Milwaukee, Wisconsin","1,417 km",13 hour 23 min,13 hour 9 min,2024-11-23 02:00:00,1417.0,803,789.0,-1.7434620174346203,107.75665399239543,-0.009880028228652082,Faster
"Durham, North Carolina","Portland, Oregon","4,575 km",1 day 17 hours,1 day 17 hours,2024-11-23 02:00:00,4575.0,2460,2460.0,0.0,111.58536585365853,0.0,Same
"Durham, North Carolina","Seattle, Washington","4,588 km",1 day 17 hours,1 day 17 hours,2024-11-23 02:00:00,4588.0,2460,2460.0,0.0,111.90243902439025,0.0,Same
"Durham, North Carolina","Albuquerque, New Mexico","2,810 km",1 day 1 hour,1 day 1 hour,2024-11-23 02:00:00,2810.0,1500,1500.0,0.0,112.4,0.0,Same
"Durham, North Carolina","San Francisco, California","4,551 km",1 day 17 hours,1 day 16 hours,2024-11-23 02:00:00,4551.0,2460,2400.0,-2.4390243902439024,113.775,-0.013183915622940013,Faster
"Durham, North Carolina","Charlotte, North Carolina",234 km,2 hour 13 min,2 hour 12 min,2024-11-23 02:00:00,234.0,133,132.0,-0.7518796992481203,106.36363636363636,-0.004273504273504274,Faster
"Durham, North Carolina","Columbus, Ohio",731 km,7 hour 8 min,7 hour 5 min,2024-11-23 02:00:00,731.0,428,425.0,-0.7009345794392523,103.2,-0.004103967168262654,Faster
"Durham, North Carolina","Fort Worth, Texas","1,931 km",17 hour 29 min,16 hour 58 min,2024-11-23 02:00:00,1931.0,1049,1018.0,-2.9551954242135365,113.811394891945,-0.01605385810460901,Faster
"Durham, North Carolina","Jacksonville, Florida",771 km,6 hour 51 min,6 hour 43 min,2024-11-23 02:00:00,771.0,411,403.0,-1.9464720194647203,114.78908188585608,-0.010376134889753566,Faster
"Durham, North Carolina","Austin, Texas","2,115 km",19 hour 31 min,18 hour 57 min,2024-11-23 02:00:00,2115.0,1171,1137.0,-2.9035012809564473,111.6094986807388,-0.01607565011820331,Faster
"Durham, North Carolina","San Jose, California","4,483 km",1 day 16 hours,1 day 16 hours,2024-11-23 02:00:00,4483.0,2400,2400.0,0.0,112.075,0.0,Same
"Durham, North Carolina","Dallas, Texas","1,879 km",17 hour 1 min,16 hour 28 min,2024-11-23 02:00:00,1879.0,1021,988.0,-3.232125367286973,114.1093117408907,-0.017562533262373604,Faster
"Durham, North Carolina","San Diego, California","4,062 km",1 day 12 hours,1 day 12 hours,2024-11-23 02:00:00,4062.0,2160,2160.0,0.0,112.83333333333333,0.0,Same
"Durham, North Carolina","San Antonio, Texas","2,209 km",20 hour 0 min,19 hour 28 min,2024-11-23 02:00:00,2209.0,1200,1168.0,-2.666666666666667,113.47602739726028,-0.014486192847442281,Faster
"Durham, North Carolina","Philadelphia, Pennsylvania",639 km,6 hour 5 min,5 hour 50 min,2024-11-23 02:00:00,639.0,365,350.0,-4.10958904109589,109.54285714285714,-0.023474178403755867,Faster
"Durham, North Carolina","Phoenix, Arizona","3,479 km",1 day 7 hours,1 day 7 hours,2024-11-23 02:00:00,3479.0,1860,1860.0,0.0,112.2258064516129,0.0,Same
"Durham, North Carolina","Houston, Texas","1,894 km",17 hour 6 min,16 hour 41 min,2024-11-23 02:00:00,1894.0,1026,1001.0,-2.4366471734892787,113.52647352647352,-0.013199577613516367,Faster
"Durham, North Carolina","Chicago, Illinois","1,261 km",12 hour 2 min,11 hour 51 min,2024-11-23 02:00:00,1261.0,722,711.0,-1.5235457063711912,106.41350210970464,-0.008723235527359239,Faster
"Durham, North Carolina","Indianapolis, Indiana",971 km,9 hour 19 min,9 hour 12 min,2024-11-23 02:00:00,971.0,559,552.0,-1.2522361359570662,105.54347826086958,-0.007209062821833162,Faster
"Durham, North Carolina","Los Angeles, California","4,072 km",1 day 12 hours,1 day 12 hours,2024-11-23 02:00:00,4072.0,2160,2160.0,0.0,113.11111111111111,0.0,Same
"Durham, North Carolina","New York, New York",777 km,7 hour 25 min,7 hour 7 min,2024-11-23 02:00:00,777.0,445,427.0,-4.044943820224719,109.18032786885246,-0.023166023166023165,Faster
"Durham, North Carolina","Tucson, Arizona","3,412 km",1 day 7 hours,1 day 6 hours,2024-11-23 02:01:00,3412.0,1860,1800.0,-3.225806451612903,113.73333333333333,-0.017584994138335287,Faster
"Durham, North Carolina","Fresno, California","4,273 km",1 day 14 hours,1 day 14 hours,2024-11-23 02:01:00,4273.0,2280,2280.0,0.0,112.44736842105263,0.0,Same
"Durham, North Carolina","New Orleans, Louisiana","1,373 km",12 hour 24 min,12 hour 4 min,2024-11-23 02:01:00,1373.0,744,724.0,-2.6881720430107525,113.78453038674033,-0.014566642388929352,Faster
"Durham, North Carolina","Arlington, Texas","1,911 km",17 hour 21 min,16 hour 47 min,2024-11-23 02:01:00,1911.0,1041,1007.0,-3.266090297790586,113.86295928500495,-0.017791732077446363,Faster
"Durham, North Carolina","Tampa, Florida","1,087 km",9 hour 54 min,9 hour 38 min,2024-11-23 02:01:00,1087.0,594,578.0,-2.6936026936026933,112.83737024221453,-0.014719411223551058,Faster
"Durham, North Carolina","Tulsa, Oklahoma","1,833 km",16 hour 30 min,16 hour 4 min,2024-11-23 02:01:00,1833.0,990,964.0,-2.6262626262626263,114.08713692946058,-0.014184397163120567,Faster
"Durham, North Carolina","Oakland, California","4,533 km",1 day 17 hours,1 day 16 hours,2024-11-23 02:01:00,4533.0,2460,2400.0,-2.4390243902439024,113.325,-0.013236267372600927,Faster
"Durham, North Carolina","Virginia Beach, Virginia",323 km,3 hour 20 min,3 hour 20 min,2024-11-23 02:01:00,323.0,200,200.0,0.0,96.89999999999999,0.0,Same
"Durham, North Carolina","Long Beach, California","4,093 km",1 day 13 hours,1 day 12 hours,2024-11-23 02:01:00,4093.0,2220,2160.0,-2.7027027027027026,113.69444444444444,-0.014659174199853409,Faster
"Durham, North Carolina","Minneapolis, Minnesota","1,926 km",17 hour 53 min,17 hour 32 min,2024-11-23 02:01:00,1926.0,1073,1052.0,-1.95712954333644,109.84790874524714,-0.010903426791277258,Faster
"Durham, North Carolina","Raleigh, North Carolina",40.5 km,33 min,30 min,2024-11-23 02:01:00,40.5,33,30.0,-9.090909090909092,81.0,-0.07407407407407407,Faster
"Durham, North Carolina","Miami, Florida","1,337 km",11 hour 50 min,11 hour 30 min,2024-11-23 02:01:00,1337.0,710,690.0,-2.8169014084507045,116.26086956521739,-0.014958863126402393,Faster
